#sampleName=simulated_Ler0_1
#filename1=data/imputation_rawdata/simulated_Ler0_2.fq
HapIds	count
56dc3d8a6d4ed06a5468b948a2897228,67f855d516a734902a4b22c3672e7c63,6b50255cb30f1a74a0b049c5add318bf	50
201ea70029bff4018aabc7806dd5ce92,736b33aa3f875167e1514c0bb9491e40,8a1558f9879762eafa69092eaa9f731e	7
4e82cd85f8158f51b54613771ac1a58c,aff79b3bdd9331fdf19010d9b93ed93b,c9569c001747e50c164ca5680dd2d2bb	10
4828a6582601c1d854b00416e2d0423f,5b7a9716781161c5578af026fc5c4a8f	3
4f8711b8b14e32f662a09246dc23eaf2,eeef5ba5dcb04510cba960114f1217ab	6
5c39e2d865174cfa0ba7258f35caf5bb,a49e02721bf84f1cf54c5fa73081bfa5	5
0839df6a3d8e258c42ae9215c67940d6,1df9fee2e03504b4f2ff11b76929fc0e,c78b838582834206a1f791c84d26a1c5	21
65af8bc4fcf1fdc546dcbefe207c59ed,be39e06a780899b5b7d4ad6519d169d4	12
1eb8bb0371efb3ae4db95067ebf90221,4a9603671eb58916b2fac6f4b688b0f7	6
04682820cfd921870a5152ebd27b5e79,b4c6120d21751d3774fd233ec1c46d9f	8
ffb737d5910fc415200b71725501324d	2
40fde9eac9a0669c638862437ee8e125,80b62e04bafdd28dad0acac38c9092a0	5
80131ffffce835aa3b35475c38f87d38,d1a68e431f796a2eb6b23d427d136d14	7
46163ee36e080016f7ae0c2a8c9aa2c6	7
5e9feb4e2a4b1a7744e9c7fbaaa602b7,d93b00bb5d2d6ca4dd892d2fd7869292,f68d8f7aac71b92e723bbf89c044d390	36
3d67cc08826661db336595bf0d447e65	4
bec0507007b15aacdb3ef42fdc54ef6d	5
ad97c513dac13d17eeacec7e3c30b7ca,ed625fc44f6786e9f95fd42c5b60abc7	8
7924a2b63775df4c99dc4fe27e0f18ab,c87bf874a04544f417f2f15c717f9baf	3
93e909bc72cd3c90c3c4ce926833fe35	34
02d3f1c58a74e714a3c2bca171ac086a,2b5e408d72b299e3c399ecc4c94efdac,5781c185e07ff2ffe072f3bd929bd136	14
1e2e780b550f3869a9a02e8553b18d0f,b7561ce6a4d984e20b8461cc5732cb6b	8
7cf706c29477015b931e0602a02a118b,866cf25e474bab5019b8487445600e46,fbbe0d8374840fc3a57fd11de1c2fce8	6
cde26a3c923b0386eae51452d6e8ee41	17
3eff49a9b56b6668c72031e7e62e601f	10
ba81146fdd063bc5528a00ad76ee64df,f3caa1831692cb3fe362d646db26b58a,fc26ca8f336691ba555db7eb7260515c	12
31770418e44c846addb73c23d62b477a,4a935af9c31995375cc58e5047bbef74,7c3a0840e3918f8ff943d7a6e894472b	22
5e9feb4e2a4b1a7744e9c7fbaaa602b7,d93b00bb5d2d6ca4dd892d2fd7869292	5
3a0f2cbf79b83d29cecc01b8678c62fe,7fee14bb10b164972e00d9fa0af6a9e0	2
866cf25e474bab5019b8487445600e46,fbbe0d8374840fc3a57fd11de1c2fce8	6
241167ffed98dbdd2b91481e4f5dde3f,381fe1be368f1b02141ea49fe9dc0985,a0c0ba6242414e3d5a3ec024cbbd2861	14
43ba5caa15ea05530816352cd74d3713	12
82321432638e1295d71133ba24938f90,b7b3f1c3309b3a799044b83844c99557	15
2389d700168d8aa84ae7a75519dc2662	5
06ec82949fb83aed027ab763f0540ec1,08ada28be8e0a03e8e50bffb1305a389,aefd3fc9df5663cc8d97f801136e7cd6	16
b1ceba7b5fb9dbfc0d3a8174c0b2113d,d6a82bd825dac2e8ef6fa234c8bcfb3f	8
1d9723191f17b3f1a0b5b93f16c77bf6	5
499b56e8a2e5242cc2ea140854d11f81	3
1c013d92a8cde07bf75598ace32040fd,91369e9dfdec67f9e5952303c76f8ae1	3
04fa87d5657150329dbddc465645bdfa,97fdba1243c20cc3909971be7920f851,9bc7ffe8e65b2139586b90b9637e41e2	21
c00ccd126afd1810dd510833c76cd622	3
3d67cc08826661db336595bf0d447e65,4c31632a321bb438fa16b591a3b82e8d	7
06ec82949fb83aed027ab763f0540ec1	7
91369e9dfdec67f9e5952303c76f8ae1	12
9772edbb6785dfc70dce47b5e5edf5f1,db605bfbf6939bb6868dceff1914cbcc,f3cc767d89f7fd8fc601a06c8d1c5364	11
d93b00bb5d2d6ca4dd892d2fd7869292,f68d8f7aac71b92e723bbf89c044d390	18
0685800e21b67cc339bfd1d7fbefa949,2942b1636558502e4300d2d13a646d05	5
5dbd6183c9f7311c3811027df4c9ebe9,6a1c37f9d3d875b1de34b23c34ffe5a5,efa66323da1824067f67527a6fec7901	6
351b7023d97efb9f17bb86ac0f426b35,76c989eee13293f26abedd63d388a374	3
005784fec57cf38ccb0a0e7ffef11d27	5
5e9feb4e2a4b1a7744e9c7fbaaa602b7	2
1380bd0651e7100f8aeb876d55c40cbd,3a0f2cbf79b83d29cecc01b8678c62fe,7fee14bb10b164972e00d9fa0af6a9e0	17
fe7a103291c6a37178aba13deb0ad942	9
02c5c5ac495be5b808dbc2b682fab204,c9cf1d2b59f7877c4e3cdf0654063324	9
4f8556049148a2f79e52916c8f4f3462,8b2e17d04a70fe4de1a2db62ab27e023,c075a711752dc4498ba49f3ec916e424	6
2795b09adc99746b6789560e93b1ab15	7
5ffb83ca386b3560fc9ee46f639adf90,9655ff0657a99a423d18dd9a1106eefa	1
6243ecb2e58ed67e99549363bcfde3a5,a49e02721bf84f1cf54c5fa73081bfa5	3
4915a1dd34f367f04eb0ad9a3d456217	15
e7d673f2c6b1bc8201958b77c35167e9,f3d604ffc38ec953bbd93a7343ff71d9	4
42bc4fa338854db9e83407dfcb5e77db,a76b6a1313abfb17e75c49f9efc446f9	4
8357b345f7f52afd27f241e20b382ba0,99537db0370a689b0ac5633eb09717d8,ffd9898c4341306e25f060055d4a98cf	18
2a65986ac18e282f070f00b38868a2cc,4011fc6e78cfa69fd54feb575db1afeb,9c80b90b3adabb8e875cb7988bef3c82	13
0c60689efe128e817448a5ad0f23f67c,c611999f9f434dc3cd98b91cef7d4f77,e66bbd0875b85c0c52dee7dc745fdd7f	11
683df03fbd5abf02d9289cc74c2b2d01	7
7f6a058b14129400ea28dbaf80284a57,a4b431d58c49f97adee104142c3cb72c	5
42d3785f46e5cacaf1004eac61d9f79e,54b3fa983490565d04948747755dc289	7
335fc7a89625d8948306eec026ce712d,6d2dd96186f0d81971100003c681ce1b,d7de4a015109c8f512ceba8e4939bc5a	7
4bac7fce2c769c70635559ea4f5db84b,57cfdd22a9f9525c0d7cfb1de36412f7,c4ad59b00aafb30fb2d6247199e92a0e	8
f2cc8815cb2d8541442e6e16356a875c	8
3be34ecbab33d5d48f1d3b4ca8d6161c,65033a6617d14a626753041424cbcdcb	20
81eb85e4fcbfad547c7c1c64415b8b94,c683ab35f2ad88735888a41c454519ba	6
cda0d96df04894c3111c045ddc6f51de,dcf011ea6605842bd22c964a8d4ddf14	3
f5a77b9e6dc308723ff864250fb7feda	3
b26da9a6d103877e2288caa731e3e83f,b54d828ef96ac56dfc4b72d2b985b4d2	3
accf6b2b5934b2fc1f3759369f02e27f	2
a2982af09bcb718dc105136f6b83f163	1
62b50f5aaba5cfcd5cdacac818e48c58,fe7e1550af676844381e9c8998dc102a	6
fc64a2ea64150fdf875d2fef8e484537,fe7e1550af676844381e9c8998dc102a	4
6b50255cb30f1a74a0b049c5add318bf	15
b3ad41ace8140d86e566a76716b95eab	4
4bac7fce2c769c70635559ea4f5db84b,57cfdd22a9f9525c0d7cfb1de36412f7	13
c3425b7f9eca4dcef48f1ea8e162fd04	6
1ab5670a54fb3bbbbe3617a6e077303b,2795b09adc99746b6789560e93b1ab15,3d9d494132c53b7058d6b1f812b051b5	12
94742f7cc4c4aebe6fb964253772f4fb	13
441421e59ce4d09c30e011511260b8fe	12
bdee67814d0dd8a6f41ce4ecc33c9837,e1b8b97f03e1816dbca72ddc042f5322	3
873a0c5e96feb58ff210e9ea64689440	16
5c9e7d6e3ddcbf5e38399205989c6192,c5c3397e73642955be0e521c7e136078,c8f71737405f648c401e69c964022e60	9
535c19344064e1e34275a5e76c42cd06,6c1826cbbd858739bc42244727dc973d,d05d931e34d38dd7ffa3adb77178e6f9	4
93e909bc72cd3c90c3c4ce926833fe35,e6e570c03e256a09a937c7303f23071b	8
7f6a058b14129400ea28dbaf80284a57,a4b431d58c49f97adee104142c3cb72c,ddfbbc3f470efb5be69f27732a403571	2
56dc3d8a6d4ed06a5468b948a2897228,6b50255cb30f1a74a0b049c5add318bf	3
2389d700168d8aa84ae7a75519dc2662,bcf8190c95852cda6e93e5b786a33887,f5a77b9e6dc308723ff864250fb7feda	13
747087e175e81d3417448d3fc3a68f1f	12
e9f8ad8658d057bec7aab7d1c6949083	20
a67ab2595e9a57cb4b464bb26598ad13	1
d2413c391c2d7222d3d7a51a63c33045,e62ff1bff4f735393c5aaffc95286021	3
84ff3dcbcc52e0803036cc7e9ea288e7,8a17eef38a278801af596566987da036	7
bcf8190c95852cda6e93e5b786a33887,f5a77b9e6dc308723ff864250fb7feda	4
d2413c391c2d7222d3d7a51a63c33045	4
17c31421228e97cf024d2700107a1637,7ddb5bc8e354e3c2813c5370f3a25c60,820f069d1303c1eccd61fda56bf8b39d	15
7fa0ee68618c5373041e0bf78abb17a9	10
fe7e1550af676844381e9c8998dc102a	11
28b03f166ecce08be35c930af6525f52,74219b68e4e0300c43280066b475ae11,ec600c54f30965ac9128440d898f8fd2	22
afb66d1e70f6ebe3165f90b0543d55ad,e7d673f2c6b1bc8201958b77c35167e9,f3d604ffc38ec953bbd93a7343ff71d9	9
c731cdfdc5c8325b063ace9c2c901f4d	3
5a2019a4c110006e4771da7c657379cb,6fc925cc233ee1f5d99eea618d9185e0	4
370e118e796587e0303b3aa96d94d297,5be2ca12b0e29f293b800a9ab139eb97,8ca64a446aa21df9760bd1f30b5636a8	21
bdee67814d0dd8a6f41ce4ecc33c9837,fec5913c640ee2efdb3472b15bd2c26b	5
318eeb26b1a9719dc58c6c0b02a260c3	6
a952ea95b0b2c4cca916ffcd7c776741,b19997b348b75488c27778bf62591a80,b278f1b5a221c6fe843a0a99da5aa6e4	1
747087e175e81d3417448d3fc3a68f1f,cb3bc32409ac1148ec5704b67bffbfd8	18
4a935af9c31995375cc58e5047bbef74	2
afb66d1e70f6ebe3165f90b0543d55ad	1
20c63f90ae2ec45ac02b533d59bdbbfd,25bf38fa32dcc1563121580406b1274d,52175bc8fce9afb93b1b16a8ed397d78	3
5b8ecd81b5638cd9c1949395b9f6bef6,7c4e612019ce0c0b2322feaf027c6401	15
615546ef9059cd96332645cd25ac2868	3
2aa59a73f5a72380b48112a9324de312,cce8c688056fcc85a3554dc7cbe84306,dcad8da5fe66f25e326ff18abc50821c	19
036cece6d0fe4117724332bb700e1dc2	2
f9a35540d2aa0b9dcc41027ae580ae19	10
4e2066cacc2e848eedfb1a284f5222c5	3
4cd5719edd7d2549805d6febf8fbd12f,5a2019a4c110006e4771da7c657379cb,6fc925cc233ee1f5d99eea618d9185e0	7
0c123ecae65e95342358ff41be3a3864,32f086ecc339cc34c2f50f3e3e2d2a3c,eeaae571e86e6125608548f8938146f2	13
97fdba1243c20cc3909971be7920f851,9bc7ffe8e65b2139586b90b9637e41e2	3
03bff0c372f345e4301ac01bf407588a,82fe61380b831d033fe9b5330568fbc5,e9f8ad8658d057bec7aab7d1c6949083	9
6ed8561cf96daf9e9bcfa4924d678380,bd1f0c6530f71db36ad10a75ce347674	6
0757738e4d85d3368466830ba075db47,94742f7cc4c4aebe6fb964253772f4fb,fcd31ed7b4401a8ce4cf517c15217157	5
a9fdd5be0ed1310b7f2e80e676cd7267	3
1c2101796c78336969dc60e0c9bc1bfe	8
3c06b36b455ca80d8a7d8a29c258ecdc	5
7b74216e261e0f45bfaff4ad48bcb7cf,8bcaddd8c4cc2d95be90135e29aff0f8	3
9824d1b71a2514abbb511d087c7c5134,a67ab2595e9a57cb4b464bb26598ad13	1
2c83171b3c481b4b4fd57009947b140c,f5aeb1e5aed69e9b941689e51b8a5cf9	4
fcdacd7cd75cef13cc006b9231cfcd20	9
1dea988e5b5b0641572aae6218417ee6,33910f2be02d0ca1787dc87e19c6e633,dfa9b43d5b04de232ecb1cdaf77d649f	11
3c8f6d15b53410a1395a1c5684151a25	3
54cd59964a68d4f8c234306da96c97cb,95eb90261eec5d529654cc62c739135e	3
49743604e9dec88bb493478cda08b29c,aa3aa554830394efc4979a5234df39a5	10
2389d700168d8aa84ae7a75519dc2662,bcf8190c95852cda6e93e5b786a33887	2
57c4f5f09dfcd3534f814bdd4e8ed3b4,5954707fb47d12c978ed21d135faee35	1
6d2c2a65e57433303b8fbc2d60fd2ed4,8a19c90d87d2e20d4a56b024d0671efb	9
afb66d1e70f6ebe3165f90b0543d55ad,e7d673f2c6b1bc8201958b77c35167e9	4
4828a6582601c1d854b00416e2d0423f	5
cf8509bd85b6a4b2879f5c0d8248763f,d0cc2fbed14631fc40b0a70c6817344f	25
ac51ff1e8808f1ed0e20e8b0d3715c8e	4
cf8509bd85b6a4b2879f5c0d8248763f	18
aa30e187ee6df6c9ca85c5d4dafe8484,ed625fc44f6786e9f95fd42c5b60abc7	4
52a6962702e688fd1f6a82de1c3be16a,8bef0879e3b55531bf99b7c140f56dd3	9
85b4f888f73fec0840caf868d8ad626e	6
633b14b3ec6868fb0ecfb426cc93e869,81eb85e4fcbfad547c7c1c64415b8b94,c683ab35f2ad88735888a41c454519ba	33
356c47d75232ebfde56e1dd074a5acf8,c3425b7f9eca4dcef48f1ea8e162fd04	3
65033a6617d14a626753041424cbcdcb,c7acc7b7989fdcc2047e05039c1b6f92	2
1c2101796c78336969dc60e0c9bc1bfe,713aca862af89dd12a768b4fd51c5511,b88c8806882894458c28f2b89ce3eab2	6
04a5ed1c083e00de25e1336c2ebb4fa3	1
e7d673f2c6b1bc8201958b77c35167e9	15
c9e87a9503e678010fe8e8cc15aaf982	2
67f855d516a734902a4b22c3672e7c63,6b50255cb30f1a74a0b049c5add318bf	14
003c359b4a4fb8f480835ae62e7b82dc	4
3c15a15aeb8a1f9a9d75412b8475c4e7,bb05a4a5e4dd76bdf6686b54e4be0dd3	12
39072de3ec69cfda130d8f13c5fe7aab,4a569783b4c8815d40c63cfb8edc42e7	2
27ccc8e8998e42367abf276f847898b6,de0e6673483202da830dbe11a41c3fb7	10
3e2dbbfe99696dba7843e299bc093145,578a570dbf665f53bb66147513099b11,6ae2725201cb6ffad2d008bff3b4241d	3
23f0c4765ea5780890f993b266e2387b,3eff49a9b56b6668c72031e7e62e601f	3
7fee14bb10b164972e00d9fa0af6a9e0	2
67f855d516a734902a4b22c3672e7c63	9
140f7ab18f2150c99e71363213cd6dc4,8067ba1f6466a0eb21cf82374f2e414f	2
1c2101796c78336969dc60e0c9bc1bfe,713aca862af89dd12a768b4fd51c5511	2
c922e387865dbe521cd4b2ada6c73fb6	19
06ec82949fb83aed027ab763f0540ec1,08ada28be8e0a03e8e50bffb1305a389	8
f96cfe89bd073870ce7897ecdd0af340	2
5e50b70e84ca929319f64618deeec800,6da5f4c53122ee34819b9274dc297aa1	7
798e8025439e68def0e43a0e76b933b3,9900079912f7922f89ccbc2498a48ed6,e80056f80d0a069e07070fffa02e82a0	4
bea5b797f73bef652744e6adf8548d4a	8
04682820cfd921870a5152ebd27b5e79,b4c6120d21751d3774fd233ec1c46d9f,da20443d39afd4b3ea5154dd678b1c27	17
65b5953d96974f952071177f03c24ba6,6fbff5fa0c4d6f959f3fcc1aab6ce0a8,8e76d623e226c3e0cfb609691aa8d097	8
94742f7cc4c4aebe6fb964253772f4fb,fcd31ed7b4401a8ce4cf517c15217157	4
