#sampleName=simulated_Ler0_1
#filename1=data/imputation_rawdata/simulated_Ler0_1.fq
HapIds	count
5dbd6183c9f7311c3811027df4c9ebe9,6a1c37f9d3d875b1de34b23c34ffe5a5	9
6c4d8306c7706bf4f48609ec00f9a521	27
8067ba1f6466a0eb21cf82374f2e414f	3
a952ea95b0b2c4cca916ffcd7c776741,b19997b348b75488c27778bf62591a80	2
4828a6582601c1d854b00416e2d0423f,5b7a9716781161c5578af026fc5c4a8f	4
3af724f3d2ddf9ad3ce18bb40f9872da,710b5306e6acc726a8070ce5a46f70a2	5
528092fbb6bf71d6924ccc87c990a4a2,dcb7ba6bf1dd30e17faf8dbd1bfb8f24,f2ad1691c71cf077e34cc42fd96eee96	17
ec4af8985f9a6a892264f6bcc4e41f6f	6
28b03f166ecce08be35c930af6525f52,74219b68e4e0300c43280066b475ae11,ec600c54f30965ac9128440d898f8fd2	26
80131ffffce835aa3b35475c38f87d38,c31bb29facde1a5fc3e1be0e565602c4	6
b26da9a6d103877e2288caa731e3e83f,badf0388cdedf24751b24036514e1dcc	1
aa30e187ee6df6c9ca85c5d4dafe8484,ed625fc44f6786e9f95fd42c5b60abc7	10
d93b00bb5d2d6ca4dd892d2fd7869292,f68d8f7aac71b92e723bbf89c044d390	18
9431a32d17541576b602b413a81fac56,c8e4153796d068f04112526310bac60a	21
27dda2b93c44255b0eef1a5e48e16006,c52134940830be045308e95a45eb8066	12
54cd59964a68d4f8c234306da96c97cb,90197257e662c918f5649276abd7acd5,95eb90261eec5d529654cc62c739135e	5
78dc39325442869af1ce8e15051e444e,e78cf607624c5d2a8644cd7c1b9c233a	24
fe7e1550af676844381e9c8998dc102a	12
820f069d1303c1eccd61fda56bf8b39d	9
1ee63d8460e337ae59c4c2d2ad156720,9d97fc465d500f5611e3743bfcd52c6b,9dc5aa46dd6810cc38f1f12fddee0c2c	7
feccae31736694210ceced9937c6df1a	8
241167ffed98dbdd2b91481e4f5dde3f,381fe1be368f1b02141ea49fe9dc0985,a0c0ba6242414e3d5a3ec024cbbd2861	17
9dc5aa46dd6810cc38f1f12fddee0c2c	7
1e2e780b550f3869a9a02e8553b18d0f,b7561ce6a4d984e20b8461cc5732cb6b	8
03bff0c372f345e4301ac01bf407588a,82fe61380b831d033fe9b5330568fbc5,e9f8ad8658d057bec7aab7d1c6949083	14
4bac7fce2c769c70635559ea4f5db84b	16
62b50f5aaba5cfcd5cdacac818e48c58,fc64a2ea64150fdf875d2fef8e484537,fe7e1550af676844381e9c8998dc102a	26
64219b661c61cd7d9102720b7744a584	3
77de726268c74027f761796b8f0a1317,78e9787ac5837cf74cd1627317543567	3
0c7de2886ba2c07d041ce61ab5ce0c6d,33448c31f252306a4a17c1d39be61425,a9fdd5be0ed1310b7f2e80e676cd7267	7
56c46a7a81989e875c4786a5198f1049	6
aa3aa554830394efc4979a5234df39a5	10
129cacf5df4d490d84289b6a130b6e3b	3
22475fff97150ab90c3da9940116edf4,34664b2baf3fa97743e2328aa7b04b31,4b1874dfe646bb6ce1caf51888652757	9
157bd694d96048ac73202538ba2f909f,accf6b2b5934b2fc1f3759369f02e27f,ae4b9867857cd3b055ecca06ee57ec54	19
8f3c183c0aabd3ce49c7ddef4784c8c5,cf8509bd85b6a4b2879f5c0d8248763f	19
93e909bc72cd3c90c3c4ce926833fe35	20
4f8711b8b14e32f662a09246dc23eaf2,eeef5ba5dcb04510cba960114f1217ab	3
b8e24b902d7c24ed796361f0cf109d70,c24392443aeb06967353d064e1479ce9,feef6cff878680ea75760414cb5e17ae	21
46f94a15466804cfb94557464c4871e2,6a2fcf46944ef29c191be33ff256017d,ac51ff1e8808f1ed0e20e8b0d3715c8e	6
1eb8bb0371efb3ae4db95067ebf90221,4a9603671eb58916b2fac6f4b688b0f7,9621b8f67350c2f3a05a5c720c77ddad	8
1380bd0651e7100f8aeb876d55c40cbd,3a0f2cbf79b83d29cecc01b8678c62fe,7fee14bb10b164972e00d9fa0af6a9e0	23
2c83171b3c481b4b4fd57009947b140c,f5aeb1e5aed69e9b941689e51b8a5cf9	6
37f3560672bd6b1a28a69dd380e46354,b7561ce6a4d984e20b8461cc5732cb6b	6
1eb8bb0371efb3ae4db95067ebf90221,4a9603671eb58916b2fac6f4b688b0f7	5
0c9debf788b79769638ce5d11cf6fa36,63ddd990b7264f03370e8a59a895766b,cf9ca1e9cd02713fc44575b4834e98d7	7
2795b09adc99746b6789560e93b1ab15,3d9d494132c53b7058d6b1f812b051b5	9
43ba5caa15ea05530816352cd74d3713	15
5c39e2d865174cfa0ba7258f35caf5bb,6243ecb2e58ed67e99549363bcfde3a5	7
1df9fee2e03504b4f2ff11b76929fc0e	18
0839df6a3d8e258c42ae9215c67940d6,1df9fee2e03504b4f2ff11b76929fc0e,c78b838582834206a1f791c84d26a1c5	17
499b56e8a2e5242cc2ea140854d11f81,acf9c5c0f7e0de892a1660e25d70c867,e53ceacc3780fc0748260a52ff809788	27
bdee67814d0dd8a6f41ce4ecc33c9837,e1b8b97f03e1816dbca72ddc042f5322,fec5913c640ee2efdb3472b15bd2c26b	38
40fde9eac9a0669c638862437ee8e125,ef42bc764214606ced4b31e079122034	8
c31bb29facde1a5fc3e1be0e565602c4,d1a68e431f796a2eb6b23d427d136d14	2
0aead7dadb97601fd9e3225c56eb1642,c22f25537c3d7474d056fae8efdd4272,d8f238292ed4962daa9f78d99be88e9d	4
5e9feb4e2a4b1a7744e9c7fbaaa602b7,d93b00bb5d2d6ca4dd892d2fd7869292,f68d8f7aac71b92e723bbf89c044d390	29
3d67cc08826661db336595bf0d447e65,4c31632a321bb438fa16b591a3b82e8d	8
aa30e187ee6df6c9ca85c5d4dafe8484,ad97c513dac13d17eeacec7e3c30b7ca,ed625fc44f6786e9f95fd42c5b60abc7	19
ec600c54f30965ac9128440d898f8fd2	4
7d78775a2ab76d44a3a650b15b6356b1,f2cc8815cb2d8541442e6e16356a875c	12
02d3f1c58a74e714a3c2bca171ac086a,5781c185e07ff2ffe072f3bd929bd136	6
390b858bfd389706491b3e0da24c26df,ba9514ff5a221e3a4e3e8c5eb8d60f5b	9
cde26a3c923b0386eae51452d6e8ee41	20
866cf25e474bab5019b8487445600e46,fbbe0d8374840fc3a57fd11de1c2fce8	8
3eff49a9b56b6668c72031e7e62e601f	17
3a2dda95f6dad97f984f3d8ac7abdc97,58e94e2e8bfb0cc868f8afbde5b1a8c7,9cb308fcba9e05bfe57fe63040d80569	14
67f855d516a734902a4b22c3672e7c63,6b50255cb30f1a74a0b049c5add318bf	15
813ef0eb392bebfc5459d080af27dcbc,e7809cb657fa8c20db32c679e350e33c,ec5c87cb9d5c3a073d77740c80eb5ae0	5
67f28b059090842246b26f6b9db70276	5
8357b345f7f52afd27f241e20b382ba0,99537db0370a689b0ac5633eb09717d8,ffd9898c4341306e25f060055d4a98cf	15
77de726268c74027f761796b8f0a1317,78e9787ac5837cf74cd1627317543567,ce495178039eb5d06687a1e220cad68e	13
5c39e2d865174cfa0ba7258f35caf5bb,a49e02721bf84f1cf54c5fa73081bfa5	3
381fe1be368f1b02141ea49fe9dc0985	4
02d3f1c58a74e714a3c2bca171ac086a,2b5e408d72b299e3c399ecc4c94efdac,5781c185e07ff2ffe072f3bd929bd136	19
46163ee36e080016f7ae0c2a8c9aa2c6,ed519140299184d7dd6764ccf21d592b	1
31770418e44c846addb73c23d62b477a,4a935af9c31995375cc58e5047bbef74	24
06ec82949fb83aed027ab763f0540ec1,08ada28be8e0a03e8e50bffb1305a389	12
31770418e44c846addb73c23d62b477a,4a935af9c31995375cc58e5047bbef74,7c3a0840e3918f8ff943d7a6e894472b	13
5dbd6183c9f7311c3811027df4c9ebe9	1
91369e9dfdec67f9e5952303c76f8ae1	11
17a66e4fee026c06ec746578b714e33d,850ed826c19c2087dfa80fc44a315869,d5e1d1d83c7462b3b2385a9bd4a9444b	4
633b14b3ec6868fb0ecfb426cc93e869,81eb85e4fcbfad547c7c1c64415b8b94,c683ab35f2ad88735888a41c454519ba	28
c08f42d1916511a8f8271847630d0c85,c731cdfdc5c8325b063ace9c2c901f4d,f184f1c05d8d342ad244446a5297279b	19
1dea988e5b5b0641572aae6218417ee6,dfa9b43d5b04de232ecb1cdaf77d649f	5
1c013d92a8cde07bf75598ace32040fd,91369e9dfdec67f9e5952303c76f8ae1	3
2942b1636558502e4300d2d13a646d05	6
3e7f4de8458644fd948e5e23877cd93c	7
a2982af09bcb718dc105136f6b83f163	3
5a2019a4c110006e4771da7c657379cb,6fc925cc233ee1f5d99eea618d9185e0	8
1895ba370e70b63169a7891efed1dd5a,42d3785f46e5cacaf1004eac61d9f79e,54b3fa983490565d04948747755dc289	28
de0e6673483202da830dbe11a41c3fb7	2
4f8556049148a2f79e52916c8f4f3462,8b2e17d04a70fe4de1a2db62ab27e023,c075a711752dc4498ba49f3ec916e424	7
2795b09adc99746b6789560e93b1ab15	18
39072de3ec69cfda130d8f13c5fe7aab	1
c731cdfdc5c8325b063ace9c2c901f4d	5
b26da9a6d103877e2288caa731e3e83f,b54d828ef96ac56dfc4b72d2b985b4d2,badf0388cdedf24751b24036514e1dcc	3
a2ed552659791cf8735752e171cf6dd7	13
5363b5fcc3607e7426447bb5f61f8d92	1
3c054d613923116316d4a6da605706ce,7a132fc57d2bacb92ff260134fe05789,d8e33baed4379c6d99b1a95d67205b98	9
5256f13944a544d88a7dfb38b4e59584,6b721fd32cc784d39d3fa23ab6c32cd1,6d5645a0b721811472173b56dbd7ea78	6
d84809fa809a68fb70efe6bb19e6c147,fd26e31cff9d588bd9b43f41d35c48bf	5
83da13a56a19341ed7363c12cc022d67,95284046a41f388b2aafbd224ebf57de,cbe02a7ea3505e693cda9de50aa31d6c	7
57fdd8d0249fdbf9196ebb57de17c209,6c382f28eb2f735bb55b9cd6f4ebce76,9a45d3814ee1d2d9af45abaf3759e18e	16
59c10e6f90f5b7db3186dd061437c7a3,6e91cfb8274835602163905029731ad7,d4f7865a290996a6b980ac2b9d3dbb9f	9
a4b431d58c49f97adee104142c3cb72c,ddfbbc3f470efb5be69f27732a403571	1
1e2e780b550f3869a9a02e8553b18d0f,37f3560672bd6b1a28a69dd380e46354,b7561ce6a4d984e20b8461cc5732cb6b	12
04a5ed1c083e00de25e1336c2ebb4fa3,edd682d98ee481ae01dfb66a25fbfae6,faa5438675fbe2f6b012b2893072844c	9
40fde9eac9a0669c638862437ee8e125,80b62e04bafdd28dad0acac38c9092a0,ef42bc764214606ced4b31e079122034	13
cf8509bd85b6a4b2879f5c0d8248763f,d0cc2fbed14631fc40b0a70c6817344f	25
4143cc0d1ebe043dc23b0e7a6d9a4292	4
2389d700168d8aa84ae7a75519dc2662,bcf8190c95852cda6e93e5b786a33887,f5a77b9e6dc308723ff864250fb7feda	13
615546ef9059cd96332645cd25ac2868	5
80b62e04bafdd28dad0acac38c9092a0	1
5931f3bb641f36b158ba0465c6373140,c80c7dfa25036bd4e16e9e604918b4ca	4
2c83171b3c481b4b4fd57009947b140c	5
025b848075593c5d267ab2d76e757458	6
f4561b02b7e10559bf7676475482d9ba	9
aa3aa554830394efc4979a5234df39a5,f821d872dfcf6a07f3d02017f64d9e52	4
42bc4fa338854db9e83407dfcb5e77db,a76b6a1313abfb17e75c49f9efc446f9,b3ad41ace8140d86e566a76716b95eab	7
4bac7fce2c769c70635559ea4f5db84b,57cfdd22a9f9525c0d7cfb1de36412f7,c4ad59b00aafb30fb2d6247199e92a0e	11
6304a2ff7c15f5e64ffbeef6c9bd6502	18
54b3fa983490565d04948747755dc289	3
d1a68e431f796a2eb6b23d427d136d14	3
441421e59ce4d09c30e011511260b8fe	16
390b858bfd389706491b3e0da24c26df,450b66a6fabba6a209e4417fa16c4f19	2
7fa0ee68618c5373041e0bf78abb17a9	2
e6e570c03e256a09a937c7303f23071b	1
c5c3397e73642955be0e521c7e136078	5
535c19344064e1e34275a5e76c42cd06,d05d931e34d38dd7ffa3adb77178e6f9	8
04fa87d5657150329dbddc465645bdfa,97fdba1243c20cc3909971be7920f851,9bc7ffe8e65b2139586b90b9637e41e2	24
0b9d5874966190559f3bb2237193f306,27dda2b93c44255b0eef1a5e48e16006	1
6da5f4c53122ee34819b9274dc297aa1,dba49f52e6aed96aeb2edddff27d7bff	5
c08f42d1916511a8f8271847630d0c85,f184f1c05d8d342ad244446a5297279b	3
93e909bc72cd3c90c3c4ce926833fe35,a2baa1b226019efda63949eaaf19cf5d	10
7f6a058b14129400ea28dbaf80284a57,a4b431d58c49f97adee104142c3cb72c,ddfbbc3f470efb5be69f27732a403571	2
65b5953d96974f952071177f03c24ba6,8e76d623e226c3e0cfb609691aa8d097	6
418f5bfbe852ee8fe67abbad4d9be07f	8
2389d700168d8aa84ae7a75519dc2662,f5a77b9e6dc308723ff864250fb7feda	4
77de726268c74027f761796b8f0a1317	3
67f855d516a734902a4b22c3672e7c63	16
633b14b3ec6868fb0ecfb426cc93e869,c683ab35f2ad88735888a41c454519ba	8
747087e175e81d3417448d3fc3a68f1f	16
710b5306e6acc726a8070ce5a46f70a2	14
0c60689efe128e817448a5ad0f23f67c,c611999f9f434dc3cd98b91cef7d4f77,e66bbd0875b85c0c52dee7dc745fdd7f	14
7fccf81dc4d7744337d4e29de22abf2a,ced4499c889cd9d86efdea30292645c8,e3cc7ab8aab1d731650cb9cb062f3b2a	9
9824d1b71a2514abbb511d087c7c5134,a67ab2595e9a57cb4b464bb26598ad13	2
02c5c5ac495be5b808dbc2b682fab204,c9cf1d2b59f7877c4e3cdf0654063324	6
8a17eef38a278801af596566987da036	10
84ff3dcbcc52e0803036cc7e9ea288e7,8a17eef38a278801af596566987da036	7
c3425b7f9eca4dcef48f1ea8e162fd04	5
28ac19e2e4a4b1fc558b4a06b662392d,93c52c873ffc9e8d43d2dc5e66cb3306,e825d0c78e40d5435aea8c2ebfc1c1d9	4
23f0c4765ea5780890f993b266e2387b,3eff49a9b56b6668c72031e7e62e601f	4
c922e387865dbe521cd4b2ada6c73fb6	22
afb66d1e70f6ebe3165f90b0543d55ad,e7d673f2c6b1bc8201958b77c35167e9,f3d604ffc38ec953bbd93a7343ff71d9	11
49743604e9dec88bb493478cda08b29c,aa3aa554830394efc4979a5234df39a5,f821d872dfcf6a07f3d02017f64d9e52	6
5b8ecd81b5638cd9c1949395b9f6bef6,7c4e612019ce0c0b2322feaf027c6401	22
42bc4fa338854db9e83407dfcb5e77db,a76b6a1313abfb17e75c49f9efc446f9	2
feef6cff878680ea75760414cb5e17ae	18
e1b8b97f03e1816dbca72ddc042f5322	3
201ea70029bff4018aabc7806dd5ce92,8a1558f9879762eafa69092eaa9f731e	3
3c8f6d15b53410a1395a1c5684151a25	2
28ac19e2e4a4b1fc558b4a06b662392d	1
49743604e9dec88bb493478cda08b29c,aa3aa554830394efc4979a5234df39a5	12
3be34ecbab33d5d48f1d3b4ca8d6161c,65033a6617d14a626753041424cbcdcb,c7acc7b7989fdcc2047e05039c1b6f92	6
04fa87d5657150329dbddc465645bdfa,9bc7ffe8e65b2139586b90b9637e41e2	7
e61dba57da73f46bd58235ef017d8bdc	6
83da13a56a19341ed7363c12cc022d67,cbe02a7ea3505e693cda9de50aa31d6c	2
578a570dbf665f53bb66147513099b11	3
dfd96dfa6d0f34ac98ec69848c66bb12	6
747087e175e81d3417448d3fc3a68f1f,cb3bc32409ac1148ec5704b67bffbfd8	24
747087e175e81d3417448d3fc3a68f1f,fb10362fc09c0f1d52deec964ba17dd6	14
f9a35540d2aa0b9dcc41027ae580ae19	11
0c123ecae65e95342358ff41be3a3864	2
5e50b70e84ca929319f64618deeec800	4
3c15a15aeb8a1f9a9d75412b8475c4e7,bb05a4a5e4dd76bdf6686b54e4be0dd3	13
557902b78baae8bced93953efd71654a	3
7ddb5bc8e354e3c2813c5370f3a25c60,820f069d1303c1eccd61fda56bf8b39d	8
7b74216e261e0f45bfaff4ad48bcb7cf	2
fcdacd7cd75cef13cc006b9231cfcd20	17
1dea988e5b5b0641572aae6218417ee6,33910f2be02d0ca1787dc87e19c6e633,dfa9b43d5b04de232ecb1cdaf77d649f	11
45821a42a708a796f184e2c778a31f1a,5931f3bb641f36b158ba0465c6373140,c80c7dfa25036bd4e16e9e604918b4ca	1
2389d700168d8aa84ae7a75519dc2662	7
9f51136856e132c244973ea28b7e6412,c64b4a76e0d812b70a78265659324454,e95afeb578a9b7c4b7297368b7d5f929	29
37c06a865f2155b06172fa63ca704b9c	3
b26da9a6d103877e2288caa731e3e83f,b54d828ef96ac56dfc4b72d2b985b4d2	1
9d97fc465d500f5611e3743bfcd52c6b	4
5363b5fcc3607e7426447bb5f61f8d92,85b4f888f73fec0840caf868d8ad626e	3
528092fbb6bf71d6924ccc87c990a4a2	7
1c2101796c78336969dc60e0c9bc1bfe,713aca862af89dd12a768b4fd51c5511	2
afb66d1e70f6ebe3165f90b0543d55ad	4
c64b4a76e0d812b70a78265659324454	13
41a13959e1ab219a06d921a633224ded,c9e87a9503e678010fe8e8cc15aaf982,f0ac2f7d8f76cc299e857207e36a29e7	6
62b50f5aaba5cfcd5cdacac818e48c58,fe7e1550af676844381e9c8998dc102a	11
ede81f5a269d2a8a5e84ae846ccdc27c	1
3e2dbbfe99696dba7843e299bc093145	12
1c2101796c78336969dc60e0c9bc1bfe,713aca862af89dd12a768b4fd51c5511,b88c8806882894458c28f2b89ce3eab2	7
3c15a15aeb8a1f9a9d75412b8475c4e7,7470e3b630272b496dfa48650fd2baee,bb05a4a5e4dd76bdf6686b54e4be0dd3	1
3eff49a9b56b6668c72031e7e62e601f,94d435a5dfbf3ec0dadb68bf6dbc334a	3
335fc7a89625d8948306eec026ce712d,6d2dd96186f0d81971100003c681ce1b,d7de4a015109c8f512ceba8e4939bc5a	9
2398ea47d3b2cad7800efdf631582f46,c3425b7f9eca4dcef48f1ea8e162fd04	3
1c2101796c78336969dc60e0c9bc1bfe,b88c8806882894458c28f2b89ce3eab2	3
ce294b049095ae2c0adef6d3deec273c	36
0c123ecae65e95342358ff41be3a3864,eeaae571e86e6125608548f8938146f2	3
5f52ea5725eb3c641fb2c6657cb101d4,ede81f5a269d2a8a5e84ae846ccdc27c,f96cfe89bd073870ce7897ecdd0af340	14
